#,set,project,patch_relpath,subject,relevance_firstpass,port_decision,agent_status,agent_confidence_0_100,agent_comment
156,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0046-Include-vendor.samsung.hardware.radio.network-V1-jav.patch,Include vendor.samsung.hardware.radio.network-V1-java,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,Context-only rebase verified line by line. A normalised diff-of-diff against the A14 original shows the added/removed payload is identical; only upstream context drift differs. Only the surrounding AOSP radio AIDL versions moved V3 -> V5; the vendor.samsung.hardware.radio.network-V1-java addition is identical (AIDL module present in vendor/interfaces). Target: Android.bp.
157,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0047-Include-vendor.samsung.hardware.radio-V2.2-java-HIDL.patch,Include vendor.samsung.hardware.radio-V2.2-java HIDL in,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,"Context-only rebase verified line by line. A normalised diff-of-diff against the A14 original shows the added/removed payload is identical; only upstream context drift differs. Only surrounding AOSP radio AIDL versions differ (V3 -> V5, ims V2 -> V4); the vendor.samsung.hardware.radio-V2.2-java addition is identical (HIDL module present with gen_java). Target: Android.bp."
158,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0048-Revert-Remove-deprecated-IRadio-1.4-APIs-and-referen.patch,"Revert ""Remove deprecated IRadio <1.4 APIs and",OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,"Retained and cross-repo consistent; this row must not be dropped. The rebase adds byte-identical bodies for TelephonyManager.invokeOemRilRequestRaw(byte[],byte[]), the ITelephony.aidl method 'int invokeOemRilRequestRaw(in byte[] oemReq, out byte[] oemResp)' at the same anchor, and the three RILConstants LCE_* constants; the only delta from A14 is that the LCE block lands after LCE_NOT_SUPPORTED instead of after SETUP_DATA_AUTH_PAP_CHAP (same interface, same values). Companion signatures were checked directly in the source snapshot: #82 implements 'public int invokeOemRilRequestRaw(byte[] oemReq, byte[] oemResp)' and calls defaultPhone.invokeOemRilRequestRaw(byte[], Message); #34/#35 restore 'void invokeOemRilRequestRaw(byte[] data, Message response)' on Phone/CommandsInterface/RIL and consume RILConstants.LCE_NOT_AVAILABLE. Dropping #158 would break compilation of #82 and #35."
159,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0049-Don-t-crash-system_server-if-we-fail-to-parse-dynami.patch,Don't crash system_server if we fail to parse dynamic,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,"The patch guards FingerprintProvider code that only exists once #146 is applied (dynamic UDFPS prop parsing / PHH-Enroll block). #146 is skipped and grep of the post-chain FingerprintProvider.java shows no dynamicUdfpsProps or PHH-Enroll code, so there is nothing to guard. The corrected chain does modify this file (rows #4/#134), and those hunks are unrelated to the guarded block."
160,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0050-Add-a-prop-to-disable-animation-in-for-sysui-media-c.patch,Add a prop to disable animation in for sysui media,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,93,"Context-only rebase verified line by line. A normalised diff-of-diff against the A14 original shows the added/removed payload is identical; only upstream context drift differs. Context drift in MediaCarouselController (import block, trailing comma); the persist.sys.phh.disable_media_carousel_animation guard is identical. Target: packages/SystemUI/.../media/controls/ui/controller/MediaCarouselController.kt."
161,patches_treble_td,platform_frameworks_base,platform_frameworks_base/0051-Allow-APKs-of-a-certain-signature-to-install-work-li.patch,Allow APKs of a certain signature to install/work like,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,95,"Clean apply confirmed independently. The candidate's normalised diff body (index/@@ metadata stripped) is byte-identical to the A14 original in /root/port-los23-td/source-patches, whose sha256 matches PATCH_INDEX.sha256 and the canonical read-only L21 stack, so no rebase surface exists; the only deltas are git format-patch metadata and hunk offsets. Target services/core/.../pm/{PackageManagerServiceUtils,SELinuxMMAC,ScanPackageUtils}.java exists in the A16 baseline and `git apply --check` + `git am` succeed at the recorded position in the ordered chain."
162,patches_treble_td,platform_packages_modules_vndk,platform_packages_modules_vndk/0001-Include-vndk-v28-apex.patch,Include vndk v28 apex,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,95,"Accepted unchanged; no fix required. Provenance clean: original snapshot hash 086924d6725fb7ddf0a342b753dd53c789b35c707ddd09aef6558865578d8f00 matches PATCH_INDEX.sha256, recorded baseline equals real project HEAD, candidate artifact hash identical local/remote. The porter's intentional deviation (declaring v29 in addition to v28) is verified as required, not scope creep: A16 upstream deleted the v29 apex (commit 6e59419, 2024-11-22) and the v30 apex (3abe83f, Bug 444161072), while TD A16 device/phh/treble/base.mk:262 sets PRODUCT_EXTRA_VNDK_VERSIONS += 28 29 (old-vndk.mk:1 likewise). TWO independent A16 consumers demand one Soong module per requested version: Make build/make/core/main.mk:974 auto-included-modules, and (new in A16) Soong build/soong/fsgen/fsgen_mutators.go:348-352 which registers com.android.vndk.v<ver> as a system_ext filesystem dep from DeviceConfig().ExtraVndkVersions() (fed by soong_config.mk:153). Adding only v28 would hard-fail on undefined com.android.vndk.v29. The obvious counter-argument that gsi_release.mk:67 (PRODUCT_EXTRA_VNDK_VERSIONS := 31 32 33 34) clobbers TD's += was checked and refuted: product.mk:280 registers the variable in _product_list_vars, and product list vars concatenate across inheritance nodes, so the final value contains 31-34 plus 28 29. All analysis-time dependencies verified to exist: the five {vndkcore,vndksp,vndkprivate,vndkproduct,llndk}.libraries.{28,29}.txt prebuilt_etc modules required by apex/vndk.go:99-104 are defined unconditionally in prebuilts/vndk/v28/Android.bp and v29/Android.bp, and check_vndk_version (board_config.mk:1010-1022) is satisfied by v28/*/Android.bp and v29/*/Android.bp. VNDK machinery is intact in A16 soong (apex_vndk registered at apex/apex.go:50; vndk_prebuilt_shared at cc/vndk_prebuilt.go:272; snapshot prebuilts get vendor.<ver> variants at cc/image.go:348-355 and VndkVersion set at :528-529; MatchesWithDevice gates on arch/binder only; MinApiForArch(arm64)=21 < 28 so no auto-disable). Prerequisite snapshots come from the already-installed TD local manifest (.repo/local_manifests/td-layer.xml:20-21), so not BLOCKED_PREREQUISITE. Correctly bounded: v30 is deliberately NOT re-added, matching the absent prebuilts/vndk/v30 snapshot and TD not requesting 30."
163,patches_treble_td,platform_system_sepolicy,platform_system_sepolicy/0001-Revert-Remove-28.0-compat-support.patch,"Revert ""Remove 28.0 compat support""",CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,95,"SKIPPED_IRRELEVANT upheld and strengthened. Independently confirmed: (a) the A16 selector half is absent - build/make/core/config.mk:884-896 defines PLATFORM_SEPOLICY_COMPAT_VERSIONS as 29.0 30.0 31.0 32.0 33.0 34.0 plus conditionally 202404/202504, with no 28.0 entry, and the paired build/make patch #107 is already VERIFIED_HIGH (93) as DROPPED_OBSOLETE; (b) the A16 sepolicy baseline ships no 28.0 data (prebuilts/api and private/compat both contain only 202404, 202504, 29.0-34.0); (c) our device needs 33.0 (VNDK 33 vendor) and optionally 34.0, both of which exist upstream, so no capability the C10 uses is lost; (d) the patch content is 347 diff headers of which 346 are 'new file mode' under prebuilts/api/28.0, private/compat/28.0 and public/compat/28.0, and the single existing-file edit is compat/Android.bp - i.e. with #107 dropped the restored modules would be defined-but-never-referenced Soong modules; (e) a repo-wide grep of the 306-patch source snapshot shows '28.0' appears in exactly two patches, #107 and #163, and no reference to 28.0 or PLATFORM_SEPOLICY_COMPAT_VERSIONS exists in device/phh/treble or vendor/lineage in the A16 target, so the pair is self-contained and both halves are consistently omitted. Note (not a defect): the A14 patch still applies cleanly to the A16 baseline (git apply --check rc=0), so this is a deliberate relevance skip, not a hidden conflict - which makes it trivially reversible if a VNDK-28 vendor is ever targeted."
164,patches_treble_td,platform_system_sepolicy,platform_system_sepolicy/0002-Fix-sepolicy-for-kernel-5.10-that-doesn-t-support-bp.patch,Fix sepolicy for kernel < 5.10 that doesn't support bpf,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,95,"REBASED accepted. The candidate is a pure context rebase: the two changed policy lines are byte-identical to the A14 post-apply state (diff of the extracted 'allow network_stack { fs_bpf ...' lines between /root/custom_android/lineage21/system/sepolicy/private/network_stack.te and the A16 post-apply file is empty). The A14 original legitimately fails on A16 only because upstream replaced the single trailing line 'allow network_stack bpfloader:bpf { map_read map_write prog_run };' with three lines (bpfloader:bpf prog_run / self:bpf map_create / { bpfloader netd network_stack system_server }:bpf { map_read map_write }); the target lines themselves are unchanged, now at private/network_stack.te:84-85. Use of the lineage-22-light bridge is justified and correctly scoped (stuck-only fallback; same author, Subject and Change-Id I877bd90b1dc74c9d2f7713c70fd9aebd92331085), and the exported artifact carries A16 line numbers (@@ -81,8 +81,8 @@) and the correct A16 blob index 414651982, i.e. it was regenerated against the real target rather than copied from 22-light (@@ -62,8 +62,8 @@). Label validity confirmed: 'type fs_bpf, fs_type, bpffs_type;' at public/file.te:142 and 'genfscon bpf / u:object_r:fs_bpf:s0' at private/genfs_contexts:347. An independent re-export from my own verification commit is byte-identical to the porter artifact apart from the commit-hash line, and the artifact hash c0fc3835... matches the recorded value locally and remotely."
165,patches_treble_td,platform_packages_modules_Connectivity,platform_packages_modules_Connectivity/0001-Allow-failing-to-load-bpf-programs-for-BPF-less-devi.patch,"Allow failing to load bpf programs, for BPF-less devices",CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"Pure in-repo path move netd/BpfHandler.cpp -> bpf/netd/BpfHandler.cpp. Candidate hunk body is byte-identical to the original (+8/-2), including the original's copy/paste quirk where the ingress branch re-tests 'ret' rather than 'ret2'; faithful reproduction is correct rather than silently 'fixing' upstream-authored behavior. The strict RETURN_IF_NOT_OK(attachProgramToCgroup(...)) pair is still present at A16, so the patch is not obsolete."
166,patches_treble_td,platform_packages_modules_Connectivity,platform_packages_modules_Connectivity/0002-Support-non-working-BPF-maps-on-old-BPF-less-kernel.patch,Support non-working BPF maps on old BPF-less kernel,CORE-likely-RELEVANT,PORT,FIXED_VERIFIED_HIGH,92,"Porter candidate (conf 78) was materially incomplete in the one place that matters most for this patch. The A14 original converted EVERY 'Android X requires kernel Y' check to failed=true (4.9 warn, 4.14 warn, 4.19 fatal->flag). A16 made them all fatal (return 3/4/5/6) and the candidate converted only return 3, leaving return 4 (U/4.14), return 5 (V/4.19) and return 6 (25Q2/5.4) as hard exits - directly contradicting the patch's purpose that netbpfload must never hard-fail on an old kernel. Verifier converted all three to failed=true. The fix is line-count neutral so patch 0005's offsets are unchanged. Everything else in the candidate was independently confirmed correct against A16 post-state source."
167,patches_treble_td,platform_packages_modules_Connectivity,platform_packages_modules_Connectivity/0003-Bring-back-traffic-indicators-for-legacy-devices.patch,Bring back traffic indicators for legacy devices,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,93,"Same file path at A16; upstream refactored the three JNI getters to early-return style so the original context could not apply, but no xt_qtaguid reference exists anywhere in the A16 repo, so the patch is not obsolete. The parser functions and path constants were inserted character-for-character verbatim, and the call-site adaptation is provably equivalent."
168,patches_treble_td,platform_packages_modules_Connectivity,platform_packages_modules_Connectivity/0004-Revert-drop-support-for-V-gsi-on-pixel-5-R-base-kern.patch,"Revert ""drop support for V gsi on pixel 5 R base kernel""",CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,97,"Independently diffed candidate against the original: content-identical. Only the commit hash, index blob hashes and two hunk offsets (@@ -90,6 -> @@ -91,6 and @@ -130,6 -> @@ -132,6) differ, i.e. a 1-2 line context shift with zero logic delta. Applies clean on the pristine A16 baseline, confirming the porter's CLEAN_AM claim."
169,patches_treble_td,platform_packages_modules_Connectivity,platform_packages_modules_Connectivity/0005-More-bpf-errors-ignore-there-are-some-4.14-without-t.patch,More bpf errors ignore -- there are some 4.14 without the,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,95,"File moved to bpf/loader/NetBpfLoad.cpp and the helper changed both name and return polarity: A14 writeProcSysFile() returns 0 on success (fatal was 'if (rc && isAtLeastKernelVersion(...)) return 1;'), A16 'static bool writeFile(...)' returns true on success (fatals are 'if (!writeFile(...)) return 23/24/25;'). The candidate correctly reduces all three sites to bare writeFile(...) calls, which is exactly the original's ignore-the-result intent with the inverted convention handled correctly."
170,patches_treble_td,platform_packages_modules_Connectivity,platform_packages_modules_Connectivity/0006-Revert-netdupdatable-add-back-abort-on-init-fail.patch,"Revert ""netdupdatable: add back abort() on init() fail""",UNCERTAIN,PORT (fallback),VERIFIED_HIGH,97,"Path move netd/NetdUpdatable.cpp -> bpf/netd/NetdUpdatable.cpp with a byte-identical A16 pre-image: the rebased diff reproduces the original patch's own blob hashes (index 3b15916398..8b9e5a759c), which is content-identity proof. Hunk body (+2/-2) is character-identical to the original."
171,patches_treble_td,platform_packages_modules_Bluetooth,platform_packages_modules_Bluetooth/0001-audio_hal_interface-Optionally-use-sysbta-HAL.patch,audio_hal_interface: Optionally use sysbta HAL,CORE-likely-RELEVANT,PORT,FIXED_VERIFIED_HIGH,93,"Candidate was functionally incomplete: A16 split the AIDL BT-audio client into aidl/client_interface_aidl.* and aidl/a2dp/client_interface_aidl.*, and only the former was switched to the sysbta provider-factory instance, leaving all four A2DP factory lookups (a2dp/client_interface_aidl.cc l.62/76/101/177) bound to /default. Verifier added the missing a2dp hunks (accessor + kSystemAudioProviderFactoryInterface + osi/include/properties.h include in the .h, four call sites in the .cc), matching AndyYan's lineage-22-light revision of the same patch. Post-fix there are zero direct kDefaultAudioProviderFactoryInterface.c_str() lookups left in system/. Author restored to Peter Cai; Change-Id preserved."
172,patches_treble_td,platform_packages_modules_Bluetooth,platform_packages_modules_Bluetooth/0002-Add-option-to-change-eSCO-Transport-Unit-Size.patch,Add option to change eSCO Transport Unit Size,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,92,"Logic is a faithful reproduction of the A14 patch: table de-consted, <cutils/properties.h> included, and the persist.sys.bt.esco_transport_unit_size override applied to default_esco_parameters[codec] immediately before the 'if (offload)' SWB block. The A14 source has the same LC3/DSP-fallback early return ahead of the override, so the claimed coverage gap is not a regression. The additional Android.bp hunk was independently assessed as safe."
173,patches_treble_td,platform_packages_modules_Bluetooth,platform_packages_modules_Bluetooth/0003-Don-t-abort-when-failing-to-get-real-time-priority.patch,Don't abort when failing to get real-time priority,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,94,"All four A14 changes are present and semantically identical at A16: three log::fatal -> log::error demotions on EnableRealTimeScheduling() failure and the timer_create retry without SCHED_FIFO attributes in osi/src/alarm.cc::timer_create_internal. LOG_ERROR -> log::error is the required A16 logging migration. The retry block preserves the original second-failure handling (CLOCK_BOOTTIME_ALARM hint, return false)."
174,patches_treble_td,platform_packages_modules_Bluetooth,platform_packages_modules_Bluetooth/0004-On-Samsung-devices-we-need-to-tell-Audio-HAL-if-we-r.patch,"On Samsung devices, we need to tell Audio HAL if we're",OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,93,"All five A14 edits to HeadsetStateMachine.java are present at the drifted A16 locations: field, cleanup() reset, Disconnected.enter() reset, the g_sco_samplerate setParameters call at the end of setAudioParameters(), and the 16000/8000 assignments in processWBSEvent(). The only adaptation is converting the arrow-switch arm for BTHF_WBS_NO/BTHF_WBS_NONE from an expression arm to a block arm, which is required to hold the second statement and changes no semantics (arrow switches have no fallthrough; the switch is a statement switch because the default arm returns)."
175,patches_treble_td,platform_packages_modules_Bluetooth,platform_packages_modules_Bluetooth/0005-Add-properties-to-disable-some-features-commands-sta.patch,Add properties to disable some features/commands/states,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,93,"The four masking handlers (commands / ogfeatures / lefeatures / states) are reproduced 1:1 in the A16 controller_impl.cc, including the original bit arithmetic, page offset, empty-property guard and SplitString flags; only LOG_WARN -> log::warn changed. Build surface verified: base/strings/string_split.h is provided by libchrome, which is in static_libs of all three modules built from libbluetooth_gd_defaults (libbluetooth_gd, libbluetooth_gd_fuzzing, libbluetooth_gd_unit_tests); bluetooth::os::GetSystemProperty is declared in gd/os/system_properties.h:34 and the header was already included."
176,patches_treble_td,platform_packages_modules_Bluetooth,platform_packages_modules_Bluetooth/0006-Add-a-property-to-cap-declared-le-vendor-version.-Fo.patch,Add a property to cap declared le vendor version. Found,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,92,"Both flagged deviations were checked and are correct. (1) vendor_promise.set_value() before each gate's return is required: the handler receives the promise Controller::Start() waits on, and every other early return in both A14 and A16 sets it; the A14 bare return was a latent hang that only triggered when the property was set. (2) Extending the caps to the A16-new v1.03/1.04/1.05 blocks is required for the property to retain its meaning, since A16 parses those blocks with no version guard. Thresholds 103/104/105 are the monotonic continuation of phh's dot-less version scheme and never interact with the controller-reported version_supported_ encoding (0x100+minor, per controller_impl_test.cc:568/593/612), which is never compared against vendor_cap_max."
177,patches_treble_td,platform_packages_modules_Bluetooth,platform_packages_modules_Bluetooth/0007-gd-hci-Ignore-command-READ_REMOTE_VERSION_INFORMATIO.patch,gd: hci: Ignore command READ_REMOTE_VERSION_INFORMATION,UNCERTAIN,PORT (fallback),FIXED_VERIFIED_HIGH,93,"Candidate targeted the wrong assert. The A14 assert quoted in the commit message still exists verbatim at A16 in HciLayer::impl::on_hci_event() (hci_layer.cc:477-484, inside the command_queue_.empty() branch, COMMAND_STATUS case). on_hci_event() runs before dispatch to on_command_status()/handle_command_response(), so the porter's guard in handle_command_response() (before log::assert_that(!command_queue_.empty(), ...)) was unreachable dead code and would not have prevented the crash. Verifier moved the skip to the true A14-equivalent site and removed the dead guard."
178,patches_treble_td,platform_external_selinux,platform_external_selinux/0001-Increase-default-log_level-to-get-actual-selinux-err.patch,Increase default log_level to get actual selinux error,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,98,"Independently re-applied on a fresh baseline worktree; single-token change secilc/secilc.c:110 CIL_ERR->CIL_WARN, site did not move in A16 and is not upstream. Porter artifact accepted unchanged."
179,patches_treble_td,platform_external_selinux,platform_external_selinux/0002-Revert-libsepol-Make-an-unknown-permission-an-error-.patch,"Revert ""libsepol: Make an unknown permission an error",CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,97,Revert still needed at A16 (upstream hard-error present at baseline) and applies with only an offset shift. Post-patch __cil_resolve_perms is textually identical to the A14 post-patch function.
180,patches_treble_td,platform_external_selinux,platform_external_selinux/0003-Workaround-device-phh-treble-conflict-with-SELinux-p.patch,Workaround device/phh/treble conflict with SELinux,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"Four-site tolerance for hostapd/sysfs_usb_supply/rpmb_device type-vs-typealias conflicts applies cleanly; every final function body matches the A14 post-patch tree. The only A16 delta is a context line reflecting cil_resolve_aliasactual's new 'struct cil_db *db' parameter, which does not affect the added lines."
181,patches_treble_td,platform_external_selinux,platform_external_selinux/0004-Allow-devices-virtual-block-genfscon-conflict-seen-o.patch,Allow /devices/virtual/block/ genfscon conflict (seen,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,97,"Installs the genfscon conflict bypass scaffolding in cil_post_genfscon_context_compare plus the /devices/virtual/block/ rule; unchanged site in A16, clean am, and it is the anchor the later four patches extend."
182,patches_treble_td,platform_external_selinux,platform_external_selinux/0005-if-service-is-rcs-accept-conflict.-Seen-on-Moto-E5.patch,"if service is ""rcs"", accept conflict. Seen on Moto E5",OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,96,"Moto-named but ported, not skipped, and reviewed for generic shared-code effect rather than judged by filename. Candidate is byte-identical to the original including hunk headers; nodups_specs did not move in A16."
183,patches_treble_td,platform_external_selinux,platform_external_selinux/0006-Allow-mismatches-of-exfat-genfscon.patch,Allow mismatches of exfat genfscon,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,97,"Extends the 181 bypass with exfat/esdfs at root path; clean am at the same site, final comparator identical to A14."
184,patches_treble_td,platform_external_selinux,platform_external_selinux/0007-Fix-boot-on-Moto-devices-using-unknown-class.patch,Fix boot on Moto devices using unknown class,OEM/absent-hw,REVIEW (PORT if any doubt),FIXED_VERIFIED_HIGH,94,"The porter's code rebase is correct and I confirmed it semantically; I fixed two metadata defects in the exported patch (lost upstream authorship, duplicate Change-Id with reflowed body) and re-exported it. Code hunks are provably unchanged and the resulting tree is bit-identical to the porter's chain."
185,patches_treble_td,platform_external_selinux,platform_external_selinux/0008-Improve-SELinux-policy-workaround-on-device-phh-treb.patch,Improve SELinux policy workaround on device/phh/treble,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"One-line deletion applies cleanly after 180/184; the final cil_add_decl_to_symtab body is textually identical to the A14 post-patch version, proving 180+184+185 compose to the same end state."
186,patches_treble_td,platform_external_selinux,platform_external_selinux/0009-Allow-sys-vm-watermark_scale_factor-conflict-seen-on.patch,Allow /sys/vm/watermark_scale_factor conflict -- seen,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,97,"Additive bypass rule for the /sys/vm/watermark_scale_factor proc genfscon conflict; clean am, final comparator identical to A14."
187,patches_treble_td,platform_external_selinux,platform_external_selinux/0010-Allow-conflict-on-fuseblk.patch,Allow conflict on fuseblk,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,97,"Single-line addition of fuseblk to the 183 fs list; clean am, final comparator identical to A14."
188,patches_treble_td,platform_packages_modules_DnsResolver,platform_packages_modules_DnsResolver/0001-Dont-abort-if-the-DnsHelper-failed-to-init-on-BPF-le.patch,Dont abort if the DnsHelper failed to init on BPF-less kernel,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,97,"Porter's REBASED candidate is correct and needs no fix. Provenance clean (snapshot sha256 33c4a947... == PATCH_INDEX.sha256 == canonical lineage_patches_unified copy; candidate sha256 a98391fe... identical local/remote). Rebase was genuinely required: A16 upstream refactored resolveIsUidNetworkingBlockedFn() so the original hunk context no longer matches, and the abort() is still present at the A16 baseline, so DROPPED_OBSOLETE would have been wrong. Candidate removes exactly one abort() (1 file changed, 1 deletion) in the ADnsHelper_init-failure block while preserving both new upstream guards and the LOG line; post-apply source re-read confirms the correct block. Applies and git-am's cleanly on a fresh detached worktree at the recorded baseline. Consumer path traced to graceful degradation, no duplicate or contradictory patch exists in the 306-patch set, and the change is device-relevant (ANDYYAN_PATCHES B10 no-bpf/kernel-compat, GKI 5.15)."
189,patches_treble_td,platform_system_apex,platform_system_apex/0001-Disable-O_DIRECT-for-old-kernels.patch,Disable O_DIRECT for old kernels,CORE-likely-RELEVANT,PORT,VERIFIED_HIGH,96,"Provenance validated end-to-end: canonical L21 patch and immutable snapshot are the same file (sha256 09a176f08d81513affd80f3eb630deb6ee652e9121c88210da8b2474cb37f7a2, matching PATCH_INDEX.sha256), baseline confirmed as 97548ed51112062a4d1762a7dffa0cadcc09bda9 with a clean tree, and the candidate artifact hash c469a75e... is identical locally and in the porter's remote workdir. Row 189 is the only manifest row normalizing to system/apex, so ordering is trivial. Independently re-applied on two fresh detached worktrees at the exact baseline (the porter's port-1 worktree was not reused): the pristine A14 patch applies with offsets only (+1 / +190) and the candidate artifact applies with zero offsets; both produce an identical tree (git diff --name-only = 0 files). A verifier git format-patch re-export is byte-identical to the candidate except the From <sha> header line, so no replacement artifact is needed. The A16 refactor split the old ConfigureLoopDevice, but it moved the patch's entire anchor block (bool use_buffered_io, the O_DIRECT open, the EROFS/squashfs statfs fallback) into CreateAndConfigureLoopDevice while ConfigureLoopDevice now receives use_buffered_io and still applies LO_FLAGS_DIRECT_IO, so the hunk lands in the semantically correct place with unchanged semantics. Two genuine compile hazards (function-like major()/minor() macros from sys/sysmacros.h shadowing the patch's variable names, and only-transitively-declared sscanf) were closed with a ~1s -fsyntax-only header probe using the tree's own clang-r563880c, A16 bionic/libc++ headers and apexd's own -Wall -Wextra -Werror flags: zero diagnostics. No duplicate logic upstream, no downstream consumers affected, no sepolicy/sysprop/build-system impact. Deduction of 4 points only for the upstream-inherited residual (LO_FLAGS_DIRECT_IO still requested on the buffered old-kernel path) and the absence of a full apexd link build, both unreachable or irrelevant on this device's GKI 5.15."
190,patches_treble_td,platform_hardware_interfaces,platform_hardware_interfaces/0001-Add-a-vendor800-command-to-be-able-to-call-vendor-sp.patch,"Add a vendor800 command, to be able to call",UNCERTAIN,PORT (fallback),VERIFIED_HIGH,96,"Provenance clean: source sha256 c9a80ed4.. matches PATCH_INDEX.sha256 and the canonical lineage_patches_unified copy; the candidate differs from the source only in the From-sha, the index blob line and the git version trailer (diff body byte-identical). Applied cleanly at position 1 of 3 in a fresh detached worktree at the recorded baseline, and the pristine source patch reproduces an identical tree in a second control worktree. Not upstream in A16 (no vendor800 / '0x800 <<' anywhere in hardware/interfaces, and no equivalent in the prefetched A16 TD references). No fix required."
191,patches_treble_td,platform_hardware_interfaces,platform_hardware_interfaces/0002-Fix-light-sensor-crash-on-Xiaomi-13.patch,Fix light sensor crash on Xiaomi 13,OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,95,"Provenance clean (source b960412f.. matches the index and the canonical copy; candidate diff body byte-identical). Cumulative clean apply at position 2/3 on a fresh baseline worktree, reproduced with the pristine source in a control worktree. Not upstream in A16 (the scalar case is still a bare get<scalar>()). The porter's single open risk (set-but-unused dstr) was disproved empirically with the exact A16 toolchain, so no fix was needed and no gratuitous divergence from upstream was introduced. The decision to PORT rather than skip is correct: the Xiaomi trigger is OEM-specific but the code is generic defensive hardening of shared code, and #192's context depends on these lines."
192,patches_treble_td,platform_hardware_interfaces,platform_hardware_interfaces/0003-Fix-crash-on-Samsung-S23-using-stock-properties-beca.patch,"Fix crash on Samsung S23 using stock properties, because",OEM/absent-hw,REVIEW (PORT if any doubt),VERIFIED_HIGH,96,"Provenance clean (source ef003d3b.. matches the index and the canonical copy; candidate diff body byte-identical). Cumulative clean apply at position 3/3, reproduced with the pristine sources in a control worktree yielding an identical final tree. Not upstream in A16. Strictly additive else-if in front of an unchanged default; PORT rather than skip is correct because the code is generic and its context is chained on #191. No fix required."
193,patches_treble_td,platform_packages_modules_Wifi,platform_packages_modules_Wifi/0001-Add-persist.sys.phh.wifi_disable_sae-property-to-dis.patch,Add persist.sys.phh.wifi_disable_sae property to disable,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,95,"Provenance clean (original sha256 d1b3f2c338ce...26c08 identical in L21 canonical repo, source-patch snapshot and PATCH_INDEX.sha256; candidate sha256 92f689ac...f399e8 matches porter result byte-for-byte). A16 deleted the cached mIsWpa3SaeUpgradeEnabled field in the WifiResourceCache refactor, so the A14 anchor no longer exists and the getter isWpa3SaeUpgradeEnabled() is the only structurally possible anchor; the porter placed the unmodified TD override there (same property, same ""true"".equals test, same fully-qualified android.os.SystemProperties call, same Change-Id I72a0133e986f2c745af3c915ed65d7b540d2119b). Tree-wide grep proves exactly one production read of R.bool.config_wifiSaeUpgradeEnabled exists (WifiGlobals.java:352, inside the patched method), so all five production consumers honor the property with no bypass. Not absorbed upstream. Opt-in: with the property unset behavior is identical to upstream A16. No fix required."
194,patches_platform,build_make,build_make/0001-build-Remove-llkd.patch,build: Remove llkd,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,96,"Context-only rebase, logic identical. A16 base_system.mk inserted llndk_libs between llkd and lmkd, invalidating the A14 hunk context; the candidate deletes exactly the one llkd entry (A16 line 214) and nothing else (1 file, 1 deletion). Author, subject and Change-Id preserved."
195,patches_platform,vendor_lineage,vendor_lineage/0001-vendor_lineage-Log-privapp-permissions-whitelist-vio.patch,vendor_lineage: Log privapp-permissions whitelist,UNCERTAIN,PORT (fallback),VERIFIED_HIGH,96,Rebase is a single upstream container-variable rename (PRODUCT_SYSTEM_DEFAULT_PROPERTIES -> PRODUCT_PRODUCT_PROPERTIES in config/common.mk); the semantic change enforce->log plus comment is identical to L21. Post-apply file read confirms the exact three-line block at config/common.mk L105-108.
